timestamp,model,cpu_pct,load1,pkg_temp_c,nvme_temp_c,mem_available_mib,ollama_rss_mib
2026-07-16T18:17:56-07:00,gemma3:4b,31.33,4.13,62.0,35.9,14606.2,117.1
2026-07-16T18:17:58-07:00,gemma3:4b,27.18,4.13,58.0,35.9,14543.1,117.1
2026-07-16T18:17:59-07:00,gemma3:4b,22.44,4.13,58.0,35.9,14150.2,117.2
2026-07-16T18:18:00-07:00,gemma3:4b,14.32,3.96,57.0,35.9,13192.7,117.2
2026-07-16T18:18:01-07:00,gemma3:4b,19.44,3.96,61.0,35.9,12280.4,117.2
2026-07-16T18:18:02-07:00,gemma3:4b,84.50,3.96,65.0,35.9,11914.6,117.2
2026-07-16T18:18:03-07:00,gemma3:4b,30.00,3.96,72.0,35.9,11121.7,117.3
2026-07-16T18:18:04-07:00,gemma3:4b,78.33,3.72,74.0,35.9,11116.8,120.1
2026-07-16T18:18:05-07:00,gemma3:4b,100.00,3.72,75.0,35.9,11112.9,120.1
2026-07-16T18:18:06-07:00,gemma3:4b,100.00,3.72,76.0,35.9,11112.7,120.1
2026-07-16T18:18:07-07:00,gemma3:4b,100.00,3.72,77.0,35.9,11112.0,120.1
2026-07-16T18:18:09-07:00,gemma3:4b,100.00,3.72,76.0,35.9,11111.5,120.1
2026-07-16T18:18:10-07:00,gemma3:4b,100.00,3.98,77.0,35.9,11110.5,120.1
2026-07-16T18:18:11-07:00,gemma3:4b,99.75,3.98,77.0,35.9,11109.2,120.1
2026-07-16T18:18:12-07:00,gemma3:4b,100.00,3.98,77.0,35.9,11108.3,120.1
2026-07-16T18:18:13-07:00,gemma3:4b,100.00,3.98,77.0,35.9,11108.1,120.1
2026-07-16T18:18:14-07:00,gemma3:4b,100.00,4.07,77.0,35.9,11107.8,120.1
2026-07-16T18:18:16-07:00,gemma3:4b,100.00,4.07,76.0,35.9,11107.0,120.1
2026-07-16T18:18:17-07:00,gemma3:4b,100.00,4.07,77.0,35.9,11106.8,120.1
2026-07-16T18:18:18-07:00,gemma3:4b,99.50,4.07,77.0,35.9,11107.0,120.1
2026-07-16T18:18:19-07:00,gemma3:4b,100.00,4.06,76.0,35.9,11104.0,120.1
2026-07-16T18:18:20-07:00,gemma3:4b,100.00,4.06,77.0,35.9,11098.1,120.1
2026-07-16T18:18:21-07:00,gemma3:4b,99.50,4.06,74.0,35.9,11092.6,120.1
2026-07-16T18:18:23-07:00,gemma3:4b,99.50,4.06,76.0,35.9,11092.4,120.1
2026-07-16T18:18:24-07:00,gemma3:4b,99.75,4.06,71.0,35.9,11080.2,120.1
2026-07-16T18:18:25-07:00,gemma3:4b,99.50,4.06,77.0,35.9,11079.8,120.1
2026-07-16T18:18:26-07:00,gemma3:4b,99.26,4.06,73.0,35.9,11079.8,120.1
2026-07-16T18:18:27-07:00,gemma3:4b,99.50,4.06,76.0,35.9,11080.1,120.1
2026-07-16T18:18:28-07:00,gemma3:4b,99.50,4.06,76.0,35.9,11080.1,120.1
2026-07-16T18:18:30-07:00,gemma3:4b,99.25,4.21,76.0,35.9,11079.6,120.1
2026-07-16T18:18:31-07:00,gemma3:4b,99.50,4.21,74.0,35.9,11079.6,120.1
2026-07-16T18:18:32-07:00,gemma3:4b,99.26,4.21,76.0,35.9,11078.5,120.1
2026-07-16T18:18:33-07:00,gemma3:4b,99.50,4.21,76.0,35.9,11078.1,120.1
2026-07-16T18:18:34-07:00,gemma3:4b,99.26,4.19,76.0,35.9,11077.6,120.1
2026-07-16T18:18:36-07:00,gemma3:4b,99.00,4.19,75.0,35.9,11078.1,120.1
2026-07-16T18:18:37-07:00,gemma3:4b,99.25,4.19,75.0,35.9,11077.9,120.1
2026-07-16T18:18:38-07:00,gemma3:4b,99.50,4.19,75.0,35.9,11076.9,120.1
2026-07-16T18:18:39-07:00,gemma3:4b,99.00,4.18,71.0,35.9,11077.4,120.1
2026-07-16T18:18:40-07:00,gemma3:4b,98.50,4.18,75.0,35.9,11075.8,120.1
2026-07-16T18:18:41-07:00,gemma3:4b,99.50,4.18,74.0,35.9,11075.2,120.1
2026-07-16T18:18:42-07:00,gemma3:4b,98.51,4.18,76.0,35.9,11075.2,120.1
2026-07-16T18:18:44-07:00,gemma3:4b,99.25,4.18,76.0,35.9,11075.2,120.1
2026-07-16T18:18:45-07:00,gemma3:4b,99.50,4.24,76.0,35.9,11075.2,120.1
2026-07-16T18:18:46-07:00,gemma3:4b,98.76,4.24,74.0,35.9,11074.7,120.1
2026-07-16T18:18:47-07:00,gemma3:4b,99.50,4.24,75.0,35.9,11075.0,120.1
2026-07-16T18:18:48-07:00,gemma3:4b,99.50,4.24,72.0,35.9,11074.7,120.1
2026-07-16T18:18:49-07:00,gemma3:4b,99.50,4.22,76.0,35.9,11074.2,120.1
2026-07-16T18:18:51-07:00,gemma3:4b,99.50,4.22,74.0,35.9,11074.2,120.1
