timestamp,model,cpu_pct,load1,pkg_temp_c,nvme_temp_c,mem_available_mib,ollama_rss_mib
2026-07-16T18:14:06-07:00,qwen3:4b-instruct,73.18,4.35,74.0,35.9,11583.9,78.4
2026-07-16T18:14:07-07:00,qwen3:4b-instruct,99.75,4.35,75.0,35.9,11584.4,78.4
2026-07-16T18:14:08-07:00,qwen3:4b-instruct,98.51,4.35,75.0,35.9,11584.4,78.4
2026-07-16T18:14:09-07:00,qwen3:4b-instruct,97.26,4.32,75.0,35.9,11583.0,78.4
2026-07-16T18:14:10-07:00,qwen3:4b-instruct,98.50,4.32,73.0,35.9,11584.6,78.4
2026-07-16T18:14:11-07:00,qwen3:4b-instruct,99.75,4.32,74.0,35.9,11585.2,78.4
2026-07-16T18:14:13-07:00,qwen3:4b-instruct,99.75,4.32,75.0,35.9,11584.5,78.4
2026-07-16T18:14:14-07:00,qwen3:4b-instruct,99.25,4.29,76.0,35.9,11584.4,78.4
2026-07-16T18:14:15-07:00,qwen3:4b-instruct,99.75,4.29,72.0,35.9,11584.9,78.4
2026-07-16T18:14:16-07:00,qwen3:4b-instruct,99.26,4.29,75.0,35.9,11584.6,78.4
2026-07-16T18:14:17-07:00,qwen3:4b-instruct,100.00,4.29,72.0,35.9,11513.7,78.4
2026-07-16T18:14:18-07:00,qwen3:4b-instruct,97.99,4.29,75.0,35.9,11504.9,78.4
2026-07-16T18:14:20-07:00,qwen3:4b-instruct,99.25,4.27,65.0,35.9,11554.7,78.4
2026-07-16T18:14:21-07:00,qwen3:4b-instruct,99.75,4.27,75.0,35.9,11549.3,78.4
2026-07-16T18:14:22-07:00,qwen3:4b-instruct,99.75,4.27,76.0,35.9,11549.6,78.4
2026-07-16T18:14:23-07:00,qwen3:4b-instruct,99.75,4.27,75.0,35.9,11560.8,78.4
2026-07-16T18:14:24-07:00,qwen3:4b-instruct,100.00,4.33,76.0,35.9,11533.8,78.4
2026-07-16T18:14:25-07:00,qwen3:4b-instruct,99.75,4.33,76.0,35.9,11547.5,78.4
2026-07-16T18:14:27-07:00,qwen3:4b-instruct,97.77,4.33,75.0,35.9,11583.4,78.4
2026-07-16T18:14:28-07:00,qwen3:4b-instruct,98.51,4.33,76.0,35.9,11584.2,78.4
2026-07-16T18:14:29-07:00,qwen3:4b-instruct,97.76,4.38,75.0,35.9,11585.5,78.4
2026-07-16T18:14:30-07:00,qwen3:4b-instruct,99.75,4.38,74.0,35.9,11585.2,78.4
2026-07-16T18:14:31-07:00,qwen3:4b-instruct,100.00,4.38,69.0,35.9,11584.4,78.4
2026-07-16T18:14:32-07:00,qwen3:4b-instruct,99.25,4.38,75.0,35.9,11584.8,78.4
2026-07-16T18:14:34-07:00,qwen3:4b-instruct,99.50,4.35,65.0,35.9,11584.5,78.4
2026-07-16T18:14:35-07:00,qwen3:4b-instruct,99.00,4.35,76.0,35.9,11585.5,78.4
2026-07-16T18:14:36-07:00,qwen3:4b-instruct,99.00,4.35,73.0,35.9,11584.8,78.4
2026-07-16T18:14:37-07:00,qwen3:4b-instruct,100.00,4.35,69.0,35.9,11584.0,78.4
2026-07-16T18:14:38-07:00,qwen3:4b-instruct,99.75,4.35,76.0,35.9,11584.8,78.4
2026-07-16T18:14:39-07:00,qwen3:4b-instruct,98.00,4.32,64.0,35.9,11584.2,78.4
2026-07-16T18:14:40-07:00,qwen3:4b-instruct,98.76,4.32,75.0,35.9,11583.6,78.4
2026-07-16T18:14:41-07:00,qwen3:4b-instruct,98.00,4.32,72.0,35.9,11584.1,78.4
2026-07-16T18:14:42-07:00,qwen3:4b-instruct,100.00,4.32,74.0,35.9,11583.3,78.4
2026-07-16T18:14:43-07:00,qwen3:4b-instruct,99.75,4.32,70.0,35.9,11582.8,78.4
2026-07-16T18:14:44-07:00,qwen3:4b-instruct,98.75,4.46,73.0,35.9,11583.5,78.4
2026-07-16T18:14:46-07:00,qwen3:4b-instruct,99.75,4.46,73.0,35.9,11584.7,78.4
2026-07-16T18:14:47-07:00,qwen3:4b-instruct,99.01,4.46,75.0,35.9,11585.0,78.4
2026-07-16T18:14:48-07:00,qwen3:4b-instruct,97.29,4.46,75.0,35.9,11585.2,78.4
2026-07-16T18:14:49-07:00,qwen3:4b-instruct,98.00,4.58,71.0,35.9,11584.9,78.4
2026-07-16T18:14:50-07:00,qwen3:4b-instruct,98.01,4.58,76.0,35.9,11584.9,78.4
2026-07-16T18:14:51-07:00,qwen3:4b-instruct,98.76,4.58,75.0,35.9,11585.2,78.4
2026-07-16T18:14:53-07:00,qwen3:4b-instruct,100.00,4.58,73.0,35.9,11584.5,78.4
2026-07-16T18:14:54-07:00,qwen3:4b-instruct,100.00,4.53,76.0,35.9,11584.4,78.4
2026-07-16T18:14:55-07:00,qwen3:4b-instruct,98.74,4.53,72.0,35.9,11583.8,78.4
2026-07-16T18:14:56-07:00,qwen3:4b-instruct,98.75,4.53,76.0,35.9,11584.3,78.4
2026-07-16T18:14:57-07:00,qwen3:4b-instruct,100.00,4.53,74.0,35.9,11583.7,78.4
2026-07-16T18:14:59-07:00,qwen3:4b-instruct,39.15,4.17,53.0,35.9,11583.8,78.4
