timestamp,model,cpu_pct,load1,pkg_temp_c,nvme_temp_c,mem_available_mib,ollama_rss_mib
2026-07-16T18:17:04-07:00,phi4-mini,66.58,4.14,75.0,35.9,11640.8,76.7
2026-07-16T18:17:05-07:00,phi4-mini,98.01,4.14,75.0,35.9,11640.0,76.7
2026-07-16T18:17:06-07:00,phi4-mini,99.50,4.14,73.0,35.9,11640.0,76.7
2026-07-16T18:17:07-07:00,phi4-mini,98.25,4.14,72.0,35.9,11640.3,76.7
2026-07-16T18:17:08-07:00,phi4-mini,98.51,4.14,76.0,35.9,11640.3,76.7
2026-07-16T18:17:09-07:00,phi4-mini,97.51,4.13,75.0,35.9,11639.8,76.7
2026-07-16T18:17:10-07:00,phi4-mini,99.50,4.13,74.0,35.9,11696.8,76.7
2026-07-16T18:17:12-07:00,phi4-mini,99.50,4.13,76.0,35.9,11693.8,76.7
2026-07-16T18:17:13-07:00,phi4-mini,99.75,4.13,75.0,35.9,11691.1,76.7
2026-07-16T18:17:14-07:00,phi4-mini,98.51,4.12,75.0,35.9,11690.4,76.7
2026-07-16T18:17:15-07:00,phi4-mini,98.26,4.12,76.0,35.9,11689.7,76.7
2026-07-16T18:17:16-07:00,phi4-mini,99.50,4.12,75.0,35.9,11687.7,76.7
2026-07-16T18:17:17-07:00,phi4-mini,98.50,4.12,71.0,35.9,11687.1,76.7
2026-07-16T18:17:19-07:00,phi4-mini,99.50,4.12,76.0,35.9,11685.8,76.7
2026-07-16T18:17:20-07:00,phi4-mini,99.75,4.27,77.0,35.9,11685.3,76.7
2026-07-16T18:17:21-07:00,phi4-mini,99.25,4.27,75.0,35.9,11675.1,76.7
2026-07-16T18:17:22-07:00,phi4-mini,99.00,4.27,71.0,35.9,11674.2,76.8
2026-07-16T18:17:23-07:00,phi4-mini,98.50,4.27,73.0,35.9,11674.7,76.8
2026-07-16T18:17:24-07:00,phi4-mini,99.50,4.25,77.0,35.9,11673.8,76.8
2026-07-16T18:17:25-07:00,phi4-mini,97.01,4.25,76.0,35.9,11672.7,76.8
2026-07-16T18:17:27-07:00,phi4-mini,98.76,4.25,73.0,35.9,11673.1,76.8
2026-07-16T18:17:28-07:00,phi4-mini,99.50,4.25,77.0,35.9,11673.3,76.8
2026-07-16T18:17:29-07:00,phi4-mini,99.75,4.23,75.0,35.9,11673.9,76.8
2026-07-16T18:17:30-07:00,phi4-mini,99.50,4.23,76.0,35.9,11674.9,76.8
2026-07-16T18:17:31-07:00,phi4-mini,97.26,4.23,75.0,35.9,11674.0,76.8
2026-07-16T18:17:33-07:00,phi4-mini,99.75,4.23,76.0,35.9,11673.2,76.8
2026-07-16T18:17:34-07:00,phi4-mini,99.50,4.21,77.0,35.9,11673.0,76.8
2026-07-16T18:17:35-07:00,phi4-mini,98.52,4.21,76.0,35.9,11673.8,76.8
2026-07-16T18:17:36-07:00,phi4-mini,99.75,4.21,76.0,35.9,11673.1,76.8
2026-07-16T18:17:37-07:00,phi4-mini,99.50,4.21,75.0,35.9,11672.8,76.8
2026-07-16T18:17:38-07:00,phi4-mini,98.75,4.21,71.0,35.9,11673.2,76.8
2026-07-16T18:17:39-07:00,phi4-mini,99.75,4.27,77.0,35.9,11673.3,76.8
2026-07-16T18:17:41-07:00,phi4-mini,98.75,4.27,76.0,35.9,11669.4,76.8
2026-07-16T18:17:42-07:00,phi4-mini,98.76,4.27,76.0,35.9,11669.1,76.8
2026-07-16T18:17:43-07:00,phi4-mini,98.50,4.27,69.0,35.9,11668.2,76.8
2026-07-16T18:17:44-07:00,phi4-mini,98.76,4.25,75.0,35.9,11667.0,76.8
2026-07-16T18:17:45-07:00,phi4-mini,98.75,4.25,75.0,35.9,11667.5,76.8
2026-07-16T18:17:46-07:00,phi4-mini,99.75,4.25,76.0,35.9,11667.5,76.8
2026-07-16T18:17:48-07:00,phi4-mini,98.26,4.25,70.0,35.9,11667.0,76.8
2026-07-16T18:17:49-07:00,phi4-mini,99.00,4.25,76.0,35.9,11667.0,76.8
2026-07-16T18:17:50-07:00,phi4-mini,98.51,4.23,73.0,35.9,11667.3,76.8
2026-07-16T18:17:51-07:00,phi4-mini,98.26,4.23,77.0,35.9,11667.3,76.8
2026-07-16T18:17:52-07:00,phi4-mini,71.93,4.23,53.0,35.9,11668.0,76.8
