timestamp,model,cpu_pct,load1,pkg_temp_c,nvme_temp_c,mem_available_mib,ollama_rss_mib
2026-07-16T18:15:03-07:00,phi4-mini,29.32,4.17,61.0,35.9,14559.3,74.9
2026-07-16T18:15:04-07:00,phi4-mini,24.81,3.92,57.0,35.9,14371.2,69.2
2026-07-16T18:15:05-07:00,phi4-mini,11.96,3.92,55.0,35.9,13571.2,69.2
2026-07-16T18:15:06-07:00,phi4-mini,19.14,3.92,60.0,35.9,12686.6,69.2
2026-07-16T18:15:07-07:00,phi4-mini,54.84,3.92,74.0,35.9,11720.8,69.3
2026-07-16T18:15:08-07:00,phi4-mini,95.50,3.92,74.0,35.9,11698.3,69.3
2026-07-16T18:15:09-07:00,phi4-mini,89.55,3.68,77.0,35.9,11649.0,75.8
2026-07-16T18:15:11-07:00,phi4-mini,100.00,3.68,75.0,35.9,11613.9,75.8
2026-07-16T18:15:12-07:00,phi4-mini,100.00,3.68,75.0,35.9,11630.2,75.8
2026-07-16T18:15:13-07:00,phi4-mini,100.00,3.68,76.0,35.9,11636.5,75.8
2026-07-16T18:15:14-07:00,phi4-mini,100.00,3.71,75.0,35.9,11641.8,75.8
2026-07-16T18:15:15-07:00,phi4-mini,100.00,3.71,77.0,35.9,11615.0,75.8
2026-07-16T18:15:17-07:00,phi4-mini,100.00,3.71,77.0,35.9,11624.1,75.8
2026-07-16T18:15:18-07:00,phi4-mini,100.00,3.71,77.0,35.9,11651.7,75.8
2026-07-16T18:15:19-07:00,phi4-mini,99.25,3.73,77.0,35.9,11656.5,75.8
2026-07-16T18:15:20-07:00,phi4-mini,100.00,3.73,77.0,35.9,11657.4,75.8
2026-07-16T18:15:21-07:00,phi4-mini,100.00,3.73,76.0,35.9,11656.6,75.8
2026-07-16T18:15:23-07:00,phi4-mini,100.00,3.73,76.0,35.9,11655.5,75.8
2026-07-16T18:15:24-07:00,phi4-mini,100.00,3.75,77.0,35.9,11656.3,75.8
2026-07-16T18:15:25-07:00,phi4-mini,99.50,3.75,75.0,35.9,11657.0,75.8
2026-07-16T18:15:26-07:00,phi4-mini,98.50,3.75,73.0,35.9,11655.7,75.8
2026-07-16T18:15:27-07:00,phi4-mini,99.50,3.75,77.0,35.9,11655.5,75.8
2026-07-16T18:15:28-07:00,phi4-mini,98.25,3.75,76.0,35.9,11654.9,75.8
2026-07-16T18:15:29-07:00,phi4-mini,99.50,3.77,74.0,35.9,11654.4,75.8
2026-07-16T18:15:31-07:00,phi4-mini,98.75,3.77,75.0,35.9,11654.5,75.8
2026-07-16T18:15:32-07:00,phi4-mini,98.75,3.77,69.0,35.9,11657.3,75.8
2026-07-16T18:15:33-07:00,phi4-mini,98.50,3.77,64.0,35.9,11656.9,75.8
2026-07-16T18:15:34-07:00,phi4-mini,99.50,3.79,76.0,35.9,11656.1,75.8
2026-07-16T18:15:35-07:00,phi4-mini,99.50,3.79,73.0,35.9,11655.5,75.8
2026-07-16T18:15:36-07:00,phi4-mini,97.78,3.79,74.0,35.9,11656.4,75.8
2026-07-16T18:15:37-07:00,phi4-mini,99.50,3.79,76.0,35.9,11657.7,75.8
2026-07-16T18:15:39-07:00,phi4-mini,98.50,3.81,74.0,35.9,11656.2,75.8
2026-07-16T18:15:40-07:00,phi4-mini,97.00,3.81,74.0,35.9,11655.0,75.8
2026-07-16T18:15:41-07:00,phi4-mini,98.50,3.81,75.0,35.9,11654.6,75.8
2026-07-16T18:15:42-07:00,phi4-mini,99.50,3.81,76.0,35.9,11655.4,75.8
2026-07-16T18:15:43-07:00,phi4-mini,99.50,3.81,76.0,35.9,11649.9,75.8
2026-07-16T18:15:44-07:00,phi4-mini,99.50,3.90,73.0,35.9,11649.8,75.8
2026-07-16T18:15:45-07:00,phi4-mini,99.01,3.90,76.0,35.9,11650.3,75.8
2026-07-16T18:15:46-07:00,phi4-mini,98.51,3.90,73.0,35.9,11649.9,75.8
2026-07-16T18:15:48-07:00,phi4-mini,99.75,3.90,76.0,35.9,11653.9,78.5
2026-07-16T18:15:49-07:00,phi4-mini,99.25,3.91,72.0,35.9,11653.0,78.5
2026-07-16T18:15:50-07:00,phi4-mini,99.50,3.91,76.0,35.9,11653.2,78.5
2026-07-16T18:15:51-07:00,phi4-mini,98.76,3.91,73.0,35.9,11653.0,78.5
2026-07-16T18:15:52-07:00,phi4-mini,98.51,3.91,75.0,35.9,11653.1,78.5
2026-07-16T18:15:53-07:00,phi4-mini,99.25,3.91,71.0,35.9,11653.5,78.5
2026-07-16T18:15:54-07:00,phi4-mini,99.50,3.92,76.0,35.9,11653.0,78.5
2026-07-16T18:15:56-07:00,phi4-mini,98.52,3.92,72.0,35.9,11652.9,78.5
2026-07-16T18:15:57-07:00,phi4-mini,99.50,3.92,76.0,35.9,11654.3,78.5
2026-07-16T18:15:58-07:00,phi4-mini,99.00,3.92,76.0,35.9,11659.8,84.0
2026-07-16T18:15:59-07:00,phi4-mini,99.25,3.93,74.0,35.9,11658.7,84.0
2026-07-16T18:16:00-07:00,phi4-mini,98.76,3.93,76.0,35.9,11660.4,84.0
2026-07-16T18:16:01-07:00,phi4-mini,99.00,3.93,77.0,35.9,11660.2,84.0
2026-07-16T18:16:02-07:00,phi4-mini,98.76,3.93,76.0,35.9,11661.8,84.0
2026-07-16T18:16:04-07:00,phi4-mini,98.51,3.93,74.0,35.9,11660.9,84.0
2026-07-16T18:16:05-07:00,phi4-mini,99.26,3.93,76.0,35.9,11662.4,84.0
2026-07-16T18:16:06-07:00,phi4-mini,98.26,3.93,76.0,35.9,11661.9,84.0
2026-07-16T18:16:07-07:00,phi4-mini,99.50,3.93,76.0,35.9,11661.7,84.0
2026-07-16T18:16:08-07:00,phi4-mini,99.75,3.93,69.0,35.9,11657.9,86.2
2026-07-16T18:16:09-07:00,phi4-mini,99.75,3.94,76.0,35.9,11658.6,86.2
2026-07-16T18:16:10-07:00,phi4-mini,99.50,3.94,74.0,35.9,11657.7,86.2
2026-07-16T18:16:12-07:00,phi4-mini,99.75,3.94,75.0,35.9,11657.7,86.2
2026-07-16T18:16:13-07:00,phi4-mini,12.97,3.94,52.0,35.9,11659.6,86.2
