timestamp,phase,cpu_pct,load1,avg_mhz,pkg_temp_c,nvme_temp_c,mem_available_mib
2026-07-16T19:13:17-07:00,stress,100.00,2.68,2800.0,72.0,35.9,14611.0
2026-07-16T19:13:18-07:00,stress,100.00,2.68,2800.0,73.0,35.9,14611.4
2026-07-16T19:13:20-07:00,stress,100.00,2.68,2800.0,72.0,35.9,14611.9
2026-07-16T19:13:21-07:00,stress,100.00,2.68,2800.0,73.0,35.9,14610.6
2026-07-16T19:13:22-07:00,stress,100.00,2.95,2800.0,73.0,35.9,14611.1
2026-07-16T19:13:23-07:00,stress,100.00,2.95,2800.0,73.0,35.9,14611.1
2026-07-16T19:13:24-07:00,stress,100.00,2.95,2800.0,74.0,35.9,14611.1
2026-07-16T19:13:25-07:00,stress,100.00,2.95,2800.0,74.0,35.9,14610.6
2026-07-16T19:13:27-07:00,stress,100.00,3.19,2800.0,73.0,35.9,14611.1
2026-07-16T19:13:28-07:00,stress,100.00,3.19,2800.0,73.0,35.9,14611.1
2026-07-16T19:13:29-07:00,stress,100.00,3.19,2800.0,73.0,35.9,14610.6
2026-07-16T19:13:30-07:00,stress,100.00,3.19,2800.0,73.0,35.9,14611.1
2026-07-16T19:13:31-07:00,stress,100.00,3.26,2800.0,74.0,35.9,14610.9
2026-07-16T19:13:33-07:00,stress,100.00,3.26,2800.0,74.0,35.9,14610.3
2026-07-16T19:13:34-07:00,stress,100.00,3.26,2800.0,74.0,35.9,14610.4
2026-07-16T19:13:35-07:00,stress,100.00,3.26,2800.0,75.0,35.9,14610.8
2026-07-16T19:13:36-07:00,stress,100.00,3.26,2800.0,75.0,35.9,14610.2
2026-07-16T19:13:37-07:00,stress,100.00,3.32,2800.0,73.0,35.9,14610.6
2026-07-16T19:13:38-07:00,stress,100.00,3.32,2800.0,74.0,35.9,14610.6
2026-07-16T19:13:40-07:00,stress,100.00,3.32,2800.0,74.0,35.9,14609.9
2026-07-16T19:13:41-07:00,stress,100.00,3.32,2800.0,73.0,35.9,14610.0
2026-07-16T19:13:42-07:00,stress,100.00,3.37,2800.0,74.0,35.9,14610.3
2026-07-16T19:13:43-07:00,stress,100.00,3.37,2800.0,74.0,35.9,14610.0
2026-07-16T19:13:44-07:00,stress,100.00,3.37,2800.0,74.0,35.9,14609.9
2026-07-16T19:13:46-07:00,stress,100.00,3.37,2800.0,75.0,35.9,14610.3
2026-07-16T19:13:47-07:00,stress,100.00,3.42,2800.0,74.0,35.9,14611.1
2026-07-16T19:13:48-07:00,stress,100.00,3.42,2800.0,74.0,35.9,14610.9
2026-07-16T19:13:49-07:00,stress,100.00,3.42,2800.0,74.0,35.9,14611.7
2026-07-16T19:13:50-07:00,stress,100.00,3.42,2800.0,73.0,35.9,14611.7
2026-07-16T19:13:51-07:00,stress,100.00,3.55,2800.0,74.0,35.9,14611.1
2026-07-16T19:13:53-07:00,stress,100.00,3.55,2800.0,74.0,35.9,14611.6
2026-07-16T19:13:54-07:00,stress,100.00,3.55,2800.0,74.0,35.9,14611.9
2026-07-16T19:13:55-07:00,stress,100.00,3.55,2800.0,74.0,35.9,14611.4
2026-07-16T19:13:56-07:00,stress,100.00,3.55,2800.0,74.0,35.9,14611.9
2026-07-16T19:13:57-07:00,stress,100.00,3.74,2800.0,73.0,35.9,14611.9
2026-07-16T19:13:59-07:00,stress,100.00,3.74,2800.0,74.0,35.9,14611.6
2026-07-16T19:14:00-07:00,stress,100.00,3.74,2800.0,75.0,35.9,14611.9
2026-07-16T19:14:01-07:00,stress,100.00,3.74,2800.0,74.0,35.9,14614.7
2026-07-16T19:14:02-07:00,stress,100.00,4.09,2800.0,74.0,35.9,14614.2
2026-07-16T19:14:03-07:00,stress,100.00,4.09,2800.0,75.0,35.9,14614.0
2026-07-16T19:14:04-07:00,stress,100.00,4.09,2800.0,75.0,35.9,14614.4
2026-07-16T19:14:06-07:00,stress,100.00,4.09,2800.0,75.0,35.9,14614.9
2026-07-16T19:14:07-07:00,stress,100.00,4.08,2800.0,75.0,35.9,14614.4
2026-07-16T19:14:08-07:00,stress,100.00,4.08,2800.0,75.0,35.9,14614.9
2026-07-16T19:14:09-07:00,stress,100.00,4.08,2800.0,75.0,35.9,14614.7
2026-07-16T19:14:10-07:00,stress,100.00,4.08,2800.0,74.0,35.9,14613.7
2026-07-16T19:14:12-07:00,stress,100.00,4.07,2800.0,75.0,35.9,14614.7
2026-07-16T19:14:13-07:00,stress,100.00,4.07,2800.0,75.0,35.9,14615.1
2026-07-16T19:14:14-07:00,stress,100.00,4.07,2800.0,75.0,35.9,14614.4
2026-07-16T19:14:15-07:00,stress,100.00,4.07,2800.0,75.0,35.9,14615.0
2026-07-16T19:14:16-07:00,stress,100.00,4.07,2800.0,74.0,35.9,14614.9
2026-07-16T19:14:17-07:00,stress,100.00,4.07,2800.0,74.0,35.9,14614.2
2026-07-16T19:14:19-07:00,stress,100.00,4.07,2800.0,74.0,35.9,14614.1
2026-07-16T19:14:20-07:00,stress,100.00,4.07,2800.0,75.0,35.9,14615.1
2026-07-16T19:14:21-07:00,stress,100.00,4.07,2800.0,74.0,35.9,14614.6
2026-07-16T19:14:22-07:00,stress,100.00,4.06,2800.0,76.0,35.9,14614.6
2026-07-16T19:14:23-07:00,stress,100.00,4.06,2800.0,75.0,35.9,14615.3
2026-07-16T19:14:25-07:00,stress,100.00,4.06,2800.0,75.0,35.9,14614.7
2026-07-16T19:14:26-07:00,stress,100.00,4.06,2800.0,75.0,35.9,14614.8
2026-07-16T19:14:27-07:00,stress,100.00,4.06,2800.0,75.0,35.9,14615.1
2026-07-16T19:14:28-07:00,stress,100.00,4.06,2800.0,74.0,35.9,14615.1
2026-07-16T19:14:29-07:00,stress,100.00,4.06,2800.0,74.0,35.9,14614.1
2026-07-16T19:14:31-07:00,stress,100.00,4.06,2800.0,74.0,35.9,14614.6
2026-07-16T19:14:32-07:00,stress,100.00,4.05,2800.0,76.0,35.9,14614.2
2026-07-16T19:14:33-07:00,stress,100.00,4.05,2800.0,75.0,35.9,14614.4
2026-07-16T19:14:34-07:00,stress,100.00,4.05,2800.0,75.0,35.9,14615.5
2026-07-16T19:14:35-07:00,stress,100.00,4.05,2800.0,75.0,35.9,14615.9
2026-07-16T19:14:36-07:00,stress,100.00,4.29,2800.0,75.0,35.9,14615.4
2026-07-16T19:14:38-07:00,stress,100.00,4.29,2800.0,75.0,35.9,14615.4
2026-07-16T19:14:39-07:00,stress,100.00,4.29,2800.0,75.0,35.9,14615.9
2026-07-16T19:14:40-07:00,stress,100.00,4.29,2800.0,76.0,35.9,14615.4
2026-07-16T19:14:41-07:00,stress,100.00,4.29,2800.0,76.0,35.9,14615.5
2026-07-16T19:14:42-07:00,stress,100.00,4.50,2800.0,74.0,35.9,14615.6
2026-07-16T19:14:44-07:00,stress,100.00,4.50,2800.0,75.0,35.9,14615.0
2026-07-16T19:14:45-07:00,stress,100.00,4.50,2800.0,76.0,35.9,14615.0
2026-07-16T19:14:46-07:00,stress,100.00,4.50,2800.0,75.0,35.9,14615.3
2026-07-16T19:14:47-07:00,stress,100.00,4.46,2800.0,75.0,35.9,14615.4
2026-07-16T19:14:48-07:00,stress,100.00,4.46,2800.0,75.0,35.9,14615.2
2026-07-16T19:14:50-07:00,stress,100.00,4.46,2800.0,74.0,35.9,14616.2
2026-07-16T19:14:51-07:00,stress,100.00,4.46,2800.0,75.0,35.9,14616.2
2026-07-16T19:14:52-07:00,stress,100.00,4.43,2800.0,75.0,35.9,14615.7
2026-07-16T19:14:53-07:00,stress,100.00,4.43,2800.0,76.0,35.9,14616.2
2026-07-16T19:14:54-07:00,stress,100.00,4.43,2800.0,75.0,35.9,14616.2
2026-07-16T19:14:55-07:00,stress,100.00,4.43,2800.0,75.0,35.9,14616.4
2026-07-16T19:14:57-07:00,stress,100.00,4.39,2800.0,75.0,35.9,14617.0
2026-07-16T19:14:58-07:00,stress,100.00,4.39,2800.0,75.0,35.9,14616.7
2026-07-16T19:14:59-07:00,stress,100.00,4.39,2800.0,76.0,35.9,14616.2
2026-07-16T19:15:00-07:00,stress,100.00,4.39,2800.0,76.0,35.9,14616.6
2026-07-16T19:15:01-07:00,stress,100.00,4.39,2800.0,76.0,35.9,14620.6
2026-07-16T19:15:03-07:00,stress,100.00,4.36,2800.0,75.0,35.9,14620.1
2026-07-16T19:15:04-07:00,stress,100.00,4.36,2800.0,76.0,35.9,14619.8
2026-07-16T19:15:05-07:00,stress,100.00,4.36,2800.0,76.0,35.9,14621.4
2026-07-16T19:15:06-07:00,stress,100.00,4.36,2800.0,75.0,35.9,14621.2
2026-07-16T19:15:07-07:00,stress,100.00,4.33,2800.0,76.0,35.9,14621.2
2026-07-16T19:15:08-07:00,stress,100.00,4.33,2800.0,75.0,35.9,14621.7
2026-07-16T19:15:10-07:00,stress,100.00,4.33,2800.0,76.0,35.9,14621.2
2026-07-16T19:15:11-07:00,stress,100.00,4.33,2800.0,76.0,35.9,14621.8
2026-07-16T19:15:12-07:00,stress,100.00,4.30,2800.0,76.0,35.9,14621.8
2026-07-16T19:15:13-07:00,stress,100.00,4.30,2800.0,75.0,35.9,14622.6
2026-07-16T19:15:14-07:00,stress,100.00,4.30,2800.0,75.0,35.9,14621.9
2026-07-16T19:15:16-07:00,stress,100.00,4.30,2800.0,74.0,35.9,14622.4
2026-07-16T19:15:17-07:00,stress,100.00,4.28,2800.0,76.0,35.9,14622.4
2026-07-16T19:15:18-07:00,stress,100.00,4.28,2800.0,76.0,35.9,14621.6
2026-07-16T19:15:19-07:00,stress,100.00,4.28,2800.0,76.0,35.9,14622.9
2026-07-16T19:15:20-07:00,stress,100.00,4.28,2800.0,75.0,35.9,14623.0
2026-07-16T19:15:22-07:00,stress,100.00,4.34,2800.0,75.0,35.9,14622.1
2026-07-16T19:15:23-07:00,stress,100.00,4.34,2800.0,77.0,35.9,14622.0
2026-07-16T19:15:24-07:00,stress,100.00,4.34,2800.0,76.0,35.9,14622.5
2026-07-16T19:15:25-07:00,stress,100.00,4.34,2800.0,75.0,35.9,14622.0
2026-07-16T19:15:26-07:00,stress,100.00,4.34,2800.0,76.0,35.9,14622.1
2026-07-16T19:15:28-07:00,stress,100.00,4.55,2800.0,76.0,35.9,14621.9
2026-07-16T19:15:29-07:00,stress,100.00,4.55,2800.0,76.0,35.9,14621.3
2026-07-16T19:15:30-07:00,stress,100.00,4.55,2800.0,75.0,35.9,14621.1
2026-07-16T19:15:31-07:00,stress,100.00,4.55,2800.0,75.0,35.9,14621.6
2026-07-16T19:15:32-07:00,stress,100.00,4.51,2800.0,76.0,35.9,14621.1
2026-07-16T19:15:33-07:00,stress,100.00,4.51,2800.0,75.0,35.9,14620.9
2026-07-16T19:15:35-07:00,stress,100.00,4.51,2800.0,76.0,35.9,14621.3
2026-07-16T19:15:36-07:00,stress,100.00,4.51,2800.0,76.0,35.9,14621.3
2026-07-16T19:15:37-07:00,stress,100.00,4.47,2800.0,75.0,35.9,14620.8
2026-07-16T19:15:38-07:00,stress,100.00,4.47,2800.0,75.0,35.9,14621.3
2026-07-16T19:15:39-07:00,stress,100.00,4.47,2800.0,76.0,35.9,14621.4
2026-07-16T19:15:41-07:00,stress,100.00,4.47,2800.0,75.0,35.9,14621.9
2026-07-16T19:15:42-07:00,stress,100.00,4.43,2800.0,76.0,35.9,14622.1
2026-07-16T19:15:43-07:00,stress,100.00,4.43,2800.0,75.0,35.9,14622.0
2026-07-16T19:15:44-07:00,stress,100.00,4.43,2800.0,77.0,35.9,14621.3
2026-07-16T19:15:45-07:00,stress,100.00,4.43,2800.0,75.0,35.9,14621.8
2026-07-16T19:15:47-07:00,stress,100.00,4.39,2800.0,76.0,35.9,14621.9
2026-07-16T19:15:48-07:00,stress,100.00,4.39,2800.0,75.0,35.9,14621.5
2026-07-16T19:15:49-07:00,stress,100.00,4.39,2800.0,75.0,35.9,14621.9
2026-07-16T19:15:50-07:00,stress,100.00,4.39,2800.0,75.0,35.9,14621.1
2026-07-16T19:15:51-07:00,stress,100.00,4.39,2800.0,76.0,35.9,14621.1
2026-07-16T19:15:53-07:00,stress,100.00,4.36,2800.0,75.0,35.9,14620.9
2026-07-16T19:15:54-07:00,stress,100.00,4.36,2800.0,75.0,35.9,14621.4
2026-07-16T19:15:55-07:00,stress,100.00,4.36,2800.0,76.0,35.9,14620.7
2026-07-16T19:15:56-07:00,stress,100.00,4.36,2800.0,76.0,35.9,14621.1
2026-07-16T19:15:57-07:00,stress,100.00,4.33,2800.0,76.0,35.9,14621.1
2026-07-16T19:15:58-07:00,stress,100.00,4.33,2800.0,76.0,35.9,14620.2
2026-07-16T19:16:00-07:00,stress,100.00,4.33,2800.0,75.0,35.9,14616.4
2026-07-16T19:16:01-07:00,stress,100.00,4.33,2800.0,75.0,35.9,14617.4
2026-07-16T19:16:02-07:00,stress,100.00,4.31,2800.0,75.0,35.9,14622.0
2026-07-16T19:16:03-07:00,stress,100.00,4.31,2800.0,76.0,35.9,14621.3
2026-07-16T19:16:04-07:00,stress,100.00,4.31,2800.0,75.0,35.9,14620.9
2026-07-16T19:16:06-07:00,stress,100.00,4.31,2800.0,76.0,35.9,14620.0
2026-07-16T19:16:07-07:00,stress,100.00,4.28,2800.0,75.0,35.9,14618.9
2026-07-16T19:16:08-07:00,stress,100.00,4.28,2800.0,76.0,35.9,14618.9
2026-07-16T19:16:09-07:00,stress,100.00,4.28,2800.0,77.0,35.9,14618.7
2026-07-16T19:16:10-07:00,stress,100.00,4.28,2800.0,75.0,35.9,14618.4
2026-07-16T19:16:11-07:00,stress,100.00,4.42,2800.0,77.0,35.9,14618.9
2026-07-16T19:16:13-07:00,stress,100.00,4.42,2800.0,76.0,35.9,14618.6
2026-07-16T19:16:14-07:00,stress,100.00,4.42,2800.0,76.0,35.9,14617.5
2026-07-16T19:16:15-07:00,stress,100.00,4.42,2800.0,75.0,35.9,14617.9
2026-07-16T19:16:16-07:00,stress,100.00,4.42,2800.0,76.0,35.9,14617.7
2026-07-16T19:16:17-07:00,stress,100.00,4.38,2800.0,75.0,35.9,14617.0
2026-07-16T19:16:19-07:00,stress,100.00,4.38,2800.0,75.0,35.9,14617.0
2026-07-16T19:16:20-07:00,stress,100.00,4.38,2800.0,76.0,35.9,14617.0
2026-07-16T19:16:21-07:00,stress,100.00,4.38,2800.0,75.0,35.9,14617.0
2026-07-16T19:16:22-07:00,stress,100.00,4.35,2800.0,75.0,35.9,14616.5
2026-07-16T19:16:23-07:00,stress,100.00,4.35,2800.0,74.0,35.9,14616.8
2026-07-16T19:16:24-07:00,stress,100.00,4.35,2800.0,76.0,35.9,14616.4
2026-07-16T19:16:26-07:00,stress,100.00,4.35,2800.0,76.0,35.9,14615.8
2026-07-16T19:16:27-07:00,stress,100.00,4.33,2800.0,76.0,35.9,14616.3
2026-07-16T19:16:28-07:00,stress,100.00,4.33,2800.0,76.0,35.9,14616.3
2026-07-16T19:16:29-07:00,stress,100.00,4.33,2800.0,75.0,35.9,14615.6
2026-07-16T19:16:30-07:00,stress,100.00,4.33,2800.0,75.0,35.9,14615.8
2026-07-16T19:16:32-07:00,stress,100.00,4.30,2800.0,75.0,35.9,14615.7
2026-07-16T19:16:33-07:00,stress,100.00,4.30,2800.0,75.0,35.9,14615.5
2026-07-16T19:16:34-07:00,stress,100.00,4.30,2800.0,76.0,35.9,14616.6
2026-07-16T19:16:35-07:00,stress,100.00,4.30,2800.0,77.0,35.9,14616.6
2026-07-16T19:16:36-07:00,stress,100.00,4.30,2800.0,77.0,35.9,14616.1
2026-07-16T19:16:38-07:00,stress,100.00,4.43,2800.0,76.0,35.9,14616.1
2026-07-16T19:16:39-07:00,stress,100.00,4.43,2800.0,75.0,35.9,14616.6
2026-07-16T19:16:40-07:00,stress,100.00,4.43,2800.0,76.0,35.9,14616.6
2026-07-16T19:16:41-07:00,stress,100.00,4.43,2800.0,75.0,35.9,14616.1
2026-07-16T19:16:42-07:00,stress,100.00,4.40,2800.0,76.0,35.9,14616.4
2026-07-16T19:16:43-07:00,stress,100.00,4.40,2800.0,75.0,35.9,14616.2
2026-07-16T19:16:45-07:00,stress,100.00,4.40,2800.0,76.0,35.9,14615.2
2026-07-16T19:16:46-07:00,stress,100.00,4.40,2800.0,76.0,35.9,14615.7
2026-07-16T19:16:47-07:00,stress,100.00,4.37,2800.0,76.0,35.9,14615.7
2026-07-16T19:16:48-07:00,stress,100.00,4.37,2800.0,76.0,35.9,14615.4
2026-07-16T19:16:49-07:00,stress,100.00,4.37,2800.0,75.0,35.9,14615.9
2026-07-16T19:16:51-07:00,stress,100.00,4.37,2800.0,75.0,35.9,14615.9
2026-07-16T19:16:52-07:00,stress,100.00,4.50,2800.0,75.0,35.9,14615.4
2026-07-16T19:16:53-07:00,stress,100.00,4.50,2800.0,76.0,35.9,14616.0
2026-07-16T19:16:54-07:00,stress,100.00,4.50,2800.0,75.0,35.9,14615.7
2026-07-16T19:16:55-07:00,stress,100.00,4.50,2800.0,75.0,35.9,14614.9
2026-07-16T19:16:56-07:00,stress,100.00,4.46,2800.0,75.0,35.9,14614.7
2026-07-16T19:16:58-07:00,stress,100.00,4.46,2800.0,75.0,35.9,14614.9
2026-07-16T19:16:59-07:00,stress,100.00,4.46,2800.0,76.0,35.9,14614.5
2026-07-16T19:17:00-07:00,stress,100.00,4.46,2800.0,76.0,35.9,14610.8
2026-07-16T19:17:01-07:00,stress,100.00,4.46,2800.0,76.0,35.9,14615.0
2026-07-16T19:17:02-07:00,stress,100.00,4.42,2800.0,77.0,35.9,14614.4
2026-07-16T19:17:04-07:00,stress,100.00,4.42,2800.0,76.0,35.9,14614.4
2026-07-16T19:17:05-07:00,stress,100.00,4.42,2800.0,76.0,35.9,14614.7
2026-07-16T19:17:06-07:00,stress,100.00,4.42,2800.0,76.0,35.9,14614.7
2026-07-16T19:17:07-07:00,stress,100.00,4.39,2800.0,76.0,35.9,14614.0
2026-07-16T19:17:08-07:00,stress,100.00,4.39,2800.0,75.0,35.9,14614.3
2026-07-16T19:17:09-07:00,stress,100.00,4.39,2800.0,76.0,35.9,14613.8
2026-07-16T19:17:11-07:00,stress,100.00,4.39,2800.0,75.0,35.9,14613.2
2026-07-16T19:17:12-07:00,stress,100.00,4.36,2800.0,76.0,35.9,14613.5
2026-07-16T19:17:13-07:00,stress,100.00,4.36,2800.0,76.0,35.9,14614.0
2026-07-16T19:17:14-07:00,stress,100.00,4.36,2800.0,75.0,35.9,14613.5
2026-07-16T19:17:15-07:00,stress,100.00,4.36,2800.0,75.0,35.9,14614.0
2026-07-16T19:17:16-07:00,stress,100.00,4.36,2800.0,76.0,35.9,14614.0
2026-07-16T19:17:18-07:00,stress,100.00,4.33,2800.0,74.0,35.9,14614.2
2026-07-16T19:17:19-07:00,stress,100.00,4.33,2800.0,76.0,35.9,14614.7
2026-07-16T19:17:20-07:00,stress,100.00,4.33,2800.0,75.0,35.9,14616.8
2026-07-16T19:17:21-07:00,stress,100.00,4.33,2800.0,76.0,35.9,14616.6
2026-07-16T19:17:22-07:00,stress,100.00,4.30,2800.0,76.0,35.9,14615.4
2026-07-16T19:17:24-07:00,stress,100.00,4.30,2800.0,77.0,35.9,14616.5
2026-07-16T19:17:25-07:00,stress,100.00,4.30,2800.0,75.0,35.9,14616.9
2026-07-16T19:17:26-07:00,stress,100.00,4.30,2800.0,75.0,35.9,14616.4
2026-07-16T19:17:27-07:00,stress,100.00,4.28,2800.0,76.0,35.9,14616.9
2026-07-16T19:17:28-07:00,stress,100.00,4.28,2800.0,76.0,35.9,14617.1
2026-07-16T19:17:29-07:00,stress,100.00,4.28,2800.0,77.0,35.9,14616.6
2026-07-16T19:17:31-07:00,stress,100.00,4.28,2800.0,76.0,35.9,14616.6
2026-07-16T19:17:32-07:00,stress,100.00,4.33,2800.0,76.0,35.9,14616.7
2026-07-16T19:17:33-07:00,stress,100.00,4.33,2800.0,75.0,35.9,14615.9
2026-07-16T19:17:34-07:00,stress,100.00,4.33,2800.0,76.0,35.9,14615.9
2026-07-16T19:17:35-07:00,stress,100.00,4.33,2800.0,77.0,35.9,14616.1
2026-07-16T19:17:37-07:00,stress,100.00,4.31,2800.0,75.0,35.9,14615.3
2026-07-16T19:17:38-07:00,stress,100.00,4.31,2800.0,74.0,35.9,14614.9
2026-07-16T19:17:39-07:00,stress,100.00,4.31,2800.0,75.0,35.9,14615.7
2026-07-16T19:17:40-07:00,stress,100.00,4.31,2800.0,76.0,35.9,14616.3
2026-07-16T19:17:41-07:00,stress,100.00,4.31,2800.0,75.0,35.9,14615.6
2026-07-16T19:17:42-07:00,stress,100.00,4.28,2800.0,75.0,35.9,14615.6
2026-07-16T19:17:44-07:00,stress,100.00,4.28,2800.0,74.0,35.9,14614.8
2026-07-16T19:17:45-07:00,stress,100.00,4.28,2800.0,75.0,35.9,14614.3
2026-07-16T19:17:46-07:00,stress,100.00,4.28,2800.0,75.0,35.9,14614.6
2026-07-16T19:17:47-07:00,stress,100.00,4.26,2800.0,75.0,35.9,14615.3
2026-07-16T19:17:48-07:00,stress,100.00,4.26,2800.0,76.0,35.9,14615.5
2026-07-16T19:17:49-07:00,stress,100.00,4.26,2800.0,75.0,35.9,14616.6
2026-07-16T19:17:51-07:00,stress,100.00,4.26,2800.0,75.0,35.9,14617.7
2026-07-16T19:17:52-07:00,stress,100.00,4.24,2800.0,76.0,35.9,14617.3
2026-07-16T19:17:53-07:00,stress,100.00,4.24,2800.0,75.0,35.9,14617.8
2026-07-16T19:17:54-07:00,stress,100.00,4.24,2800.0,75.0,35.9,14617.6
2026-07-16T19:17:55-07:00,stress,100.00,4.24,2800.0,75.0,35.9,14617.1
2026-07-16T19:17:57-07:00,stress,100.00,4.22,2800.0,74.0,35.9,14617.5
2026-07-16T19:17:58-07:00,stress,100.00,4.22,2800.0,75.0,35.9,14617.9
2026-07-16T19:17:59-07:00,stress,100.00,4.22,2800.0,76.0,35.9,14617.6
2026-07-16T19:18:00-07:00,stress,100.00,4.22,2800.0,75.0,35.9,14618.8
2026-07-16T19:18:01-07:00,stress,100.00,4.22,2800.0,75.0,35.9,14618.9
2026-07-16T19:18:02-07:00,stress,100.00,4.20,2800.0,76.0,35.9,14618.9
2026-07-16T19:18:04-07:00,stress,100.00,4.20,2800.0,75.0,35.9,14617.9
2026-07-16T19:18:05-07:00,stress,100.00,4.20,2800.0,76.0,35.9,14618.0
2026-07-16T19:18:06-07:00,stress,100.00,4.20,2800.0,75.0,35.9,14617.8
2026-07-16T19:18:07-07:00,stress,100.00,4.18,2800.0,76.0,35.9,14617.0
2026-07-16T19:18:08-07:00,stress,100.00,4.18,2800.0,76.0,35.9,14616.7
2026-07-16T19:18:09-07:00,stress,100.00,4.18,2800.0,75.0,35.9,14617.2
2026-07-16T19:18:11-07:00,stress,100.00,4.18,2800.0,75.0,35.9,14616.5
2026-07-16T19:18:12-07:00,stress,100.00,4.17,2800.0,75.0,35.9,14616.0
2026-07-16T19:18:13-07:00,stress,100.00,4.17,2800.0,75.0,35.9,14616.4
2026-07-16T19:18:14-07:00,stress,100.00,4.17,2800.0,75.0,35.9,14615.9
